#LIBRARY    JENDL-5
#REACTION   CR-50(N,G)CR-51,SIG
#NUCLEUS    Cr-50
#MF         3
#MT         102
#E,eV        Sig,b        Interpolation
 2.97634625e+05 0.021663 Lin-Lin
 2.97635375e+05 0.020166 Lin-Lin
 2.97636125e+05 0.018794 Lin-Lin
 2.97636875e+05 0.017537 Lin-Lin
 2.97637625e+05 0.016387 Lin-Lin
 2.97638375e+05 0.015335 Lin-Lin
 2.97639125e+05 0.014373 Lin-Lin
 2.97639875e+05 0.013494 Lin-Lin
 2.97640812e+05 0.012513 Lin-Lin
 2.97641719e+05 0.011635 Lin-Lin
 2.97642656e+05 0.010849 Lin-Lin
 2.97643594e+05 0.010145 Lin-Lin
 2.97644500e+05 0.009515 Lin-Lin
 2.97645438e+05 0.008949 Lin-Lin
 2.97646375e+05 0.008441 Lin-Lin
 2.97647281e+05 0.007985 Lin-Lin
 2.97648219e+05 0.007573 Lin-Lin
 2.97649156e+05 0.007202 Lin-Lin
 2.97650156e+05 0.006840 Lin-Lin
 2.97651281e+05 0.006469 Lin-Lin
 2.97652438e+05 0.006139 Lin-Lin
 2.97653594e+05 0.005844 Lin-Lin
 2.97654750e+05 0.005579 Lin-Lin
 2.97655906e+05 0.005341 Lin-Lin
 2.97657438e+05 0.005058 Lin-Lin
 2.97658969e+05 0.004808 Lin-Lin
 2.97660500e+05 0.004585 Lin-Lin
 2.97662031e+05 0.004385 Lin-Lin
 2.97663875e+05 0.004171 Lin-Lin
 2.97665719e+05 0.003980 Lin-Lin
 2.97667562e+05 0.003808 Lin-Lin
 2.97670312e+05 0.003579 Lin-Lin
 2.97673062e+05 0.003379 Lin-Lin
 2.97675812e+05 0.003202 Lin-Lin
 2.97679219e+05 0.003009 Lin-Lin
 2.97682969e+05 0.002825 Lin-Lin
 2.97686719e+05 0.002664 Lin-Lin
 2.97690438e+05 0.002523 Lin-Lin
 2.97694188e+05 0.002398 Lin-Lin
 2.97696688e+05 0.002322 Lin-Lin
 2.97701312e+05 0.002195 Lin-Lin
 2.97705938e+05 0.002084 Lin-Lin
 2.97710594e+05 0.001986 Lin-Lin
 2.97715219e+05 0.001899 Lin-Lin
 2.97719875e+05 0.001822 Lin-Lin
 2.97724500e+05 0.001752 Lin-Lin
 2.97731469e+05 0.001661 Lin-Lin
 2.97737219e+05 0.001595 Lin-Lin
 2.97744094e+05 0.001526 Lin-Lin
 2.97750969e+05 0.001465 Lin-Lin
 2.97757844e+05 0.001412 Lin-Lin
 2.97768156e+05 0.001343 Lin-Lin
 2.97778438e+05 0.001284 Lin-Lin
 2.97788750e+05 0.001235 Lin-Lin
 2.97798594e+05 0.001194 Lin-Lin
 2.97813344e+05 0.001142 Lin-Lin
 2.97828125e+05 0.001099 Lin-Lin
 2.97842875e+05 0.001063 Lin-Lin
 2.97857625e+05 0.001032 Lin-Lin
 2.97875719e+05 0.001000 Lin-Lin
 2.97900469e+05 0.000964 Lin-Lin
 2.97925250e+05 0.000935 Lin-Lin
 2.97950000e+05 0.000911 Lin-Lin
 2.97983031e+05 0.000884 Lin-Lin
 2.98018656e+05 0.000861 Lin-Lin
 2.98056906e+05 0.000840 Lin-Lin
 2.98114281e+05 0.000815 Lin-Lin
 2.98186781e+05 0.000789 Lin-Lin
 2.98289562e+05 0.000761 Lin-Lin
 2.98391094e+05 0.000739 Lin-Lin
 2.98556906e+05 0.000709 Lin-Lin
 2.98704438e+05 0.000687 Lin-Lin
 2.98897156e+05 0.000662 Lin-Lin
 2.99164656e+05 0.000633 Lin-Lin
 2.99451375e+05 0.000608 Lin-Lin
 2.99729500e+05 0.000588 Lin-Lin
 2.99937906e+05 0.000576 Lin-Lin
 3.00220219e+05 0.000563 Lin-Lin
 3.00427250e+05 0.000557 Lin-Lin
 3.00678562e+05 0.000554 Lin-Lin
 3.00722844e+05 0.000554 Lin-Lin
 3.00900000e+05 0.000555 Lin-Lin
 3.01092750e+05 0.000560 Lin-Lin
 3.01225875e+05 0.000566 Lin-Lin
 3.01358969e+05 0.000576 Lin-Lin
 3.01482062e+05 0.000589 Lin-Lin
 3.01585156e+05 0.000603 Lin-Lin
 3.01653875e+05 0.000615 Lin-Lin
 3.01722562e+05 0.000630 Lin-Lin
 3.01789062e+05 0.000648 Lin-Lin
 3.01855562e+05 0.000670 Lin-Lin
 3.01902688e+05 0.000689 Lin-Lin
 3.01949812e+05 0.000711 Lin-Lin
 3.01998062e+05 0.000739 Lin-Lin
 3.02031812e+05 0.000763 Lin-Lin
 3.02065531e+05 0.000790 Lin-Lin
 3.02099250e+05 0.000821 Lin-Lin
 3.02133156e+05 0.000859 Lin-Lin
 3.02158719e+05 0.000893 Lin-Lin
 3.02184250e+05 0.000932 Lin-Lin
 3.02209812e+05 0.000977 Lin-Lin
 3.02235375e+05 0.001030 Lin-Lin
 3.02252438e+05 0.001071 Lin-Lin
 3.02271688e+05 0.001124 Lin-Lin
 3.02290969e+05 0.001185 Lin-Lin
 3.02303812e+05 0.001231 Lin-Lin
 3.02316656e+05 0.001282 Lin-Lin
 3.02329500e+05 0.001339 Lin-Lin
 3.02342344e+05 0.001403 Lin-Lin
 3.02355188e+05 0.001475 Lin-Lin
 3.02366938e+05 0.001549 Lin-Lin
 3.02378656e+05 0.001632 Lin-Lin
 3.02390406e+05 0.001726 Lin-Lin
 3.02402125e+05 0.001833 Lin-Lin
 3.02413875e+05 0.001955 Lin-Lin
 3.02422875e+05 0.002061 Lin-Lin
 3.02430500e+05 0.002161 Lin-Lin
 3.02438125e+05 0.002271 Lin-Lin
 3.02445781e+05 0.002393 Lin-Lin
 3.02453406e+05 0.002529 Lin-Lin
 3.02460625e+05 0.002672 Lin-Lin
 3.02467062e+05 0.002813 Lin-Lin
 3.02473469e+05 0.002968 Lin-Lin
 3.02479875e+05 0.003140 Lin-Lin
 3.02486312e+05 0.003331 Lin-Lin
 3.02492719e+05 0.003545 Lin-Lin
 3.02497781e+05 0.003732 Lin-Lin
 3.02502844e+05 0.003937 Lin-Lin
 3.02507906e+05 0.004163 Lin-Lin
 3.02512969e+05 0.004413 Lin-Lin
 3.02518031e+05 0.004691 Lin-Lin
 3.02523000e+05 0.004994 Lin-Lin
 3.02527906e+05 0.005329 Lin-Lin
 3.02532844e+05 0.005704 Lin-Lin
 3.02537750e+05 0.006127 Lin-Lin
 3.02541031e+05 0.006439 Lin-Lin
 3.02544312e+05 0.006779 Lin-Lin
 3.02547500e+05 0.007141 Lin-Lin
 3.02550625e+05 0.007525 Lin-Lin
 3.02553719e+05 0.007945 Lin-Lin
 3.02556844e+05 0.008406 Lin-Lin
 3.02559969e+05 0.008912 Lin-Lin
 3.02563062e+05 0.009472 Lin-Lin
 3.02566188e+05 0.010091 Lin-Lin
 3.02569312e+05 0.010781 Lin-Lin
 3.02571719e+05 0.011368 Lin-Lin
 3.02574250e+05 0.012046 Lin-Lin
 3.02576781e+05 0.012793 Lin-Lin
 3.02579312e+05 0.013620 Lin-Lin
 3.02581844e+05 0.014540 Lin-Lin
 3.02584375e+05 0.015565 Lin-Lin
 3.02586469e+05 0.016505 Lin-Lin
 3.02588562e+05 0.017540 Lin-Lin
 3.02590656e+05 0.018687 Lin-Lin
 3.02592750e+05 0.019960 Lin-Lin
 3.02594812e+05 0.021378 Lin-Lin
 3.02596844e+05 0.022898 Lin-Lin
 3.02598812e+05 0.024560 Lin-Lin
 3.02600781e+05 0.026416 Lin-Lin
 3.02602750e+05 0.028496 Lin-Lin
 3.02604062e+05 0.030021 Lin-Lin
 3.02605375e+05 0.031670 Lin-Lin
 3.02606656e+05 0.033453 Lin-Lin
 3.02607969e+05 0.035383 Lin-Lin
 3.02609281e+05 0.037472 Lin-Lin
 3.02610594e+05 0.039733 Lin-Lin
 3.02611906e+05 0.042181 Lin-Lin
 3.02613219e+05 0.044829 Lin-Lin
 3.02614531e+05 0.047694 Lin-Lin
 3.02615844e+05 0.050790 Lin-Lin
 3.02617156e+05 0.054134 Lin-Lin
 3.02618469e+05 0.057739 Lin-Lin
 3.02619781e+05 0.061623 Lin-Lin
 3.02621094e+05 0.065798 Lin-Lin
 3.02622406e+05 0.070279 Lin-Lin
 3.02623719e+05 0.075077 Lin-Lin
 3.02625031e+05 0.080203 Lin-Lin
 3.02626344e+05 0.085666 Lin-Lin
 3.02627906e+05 0.092673 Lin-Lin
 3.02629750e+05 0.101475 Lin-Lin
 3.02631594e+05 0.110944 Lin-Lin
 3.02633438e+05 0.121057 Lin-Lin
 3.02635656e+05 0.134141 Lin-Lin
 3.02638281e+05 0.150510 Lin-Lin
 3.02642219e+05 0.176438 Lin-Lin
 3.02647469e+05 0.211451 Lin-Lin
 3.02650094e+05 0.228011 Lin-Lin
 3.02652719e+05 0.243185 Lin-Lin
 3.02654688e+05 0.253313 Lin-Lin
 3.02656250e+05 0.260470 Lin-Lin
 3.02658094e+05 0.267603 Lin-Lin
 3.02659938e+05 0.273286 Lin-Lin
 3.02661750e+05 0.277398 Lin-Lin
 3.02663281e+05 0.279551 Lin-Lin
 3.02665281e+05 0.280590 Lin-Lin
 3.02667188e+05 0.279671 Lin-Lin
 3.02668719e+05 0.277608 Lin-Lin
 3.02670406e+05 0.273941 Lin-Lin
 3.02672125e+05 0.268907 Lin-Lin
 3.02673812e+05 0.262599 Lin-Lin
 3.02676156e+05 0.252097 Lin-Lin
 3.02678062e+05 0.242222 Lin-Lin
 3.02680594e+05 0.227538 Lin-Lin
 3.02683031e+05 0.212016 Lin-Lin
 3.02691406e+05 0.156379 Lin-Lin
 3.02694031e+05 0.139705 Lin-Lin
 3.02696000e+05 0.127829 Lin-Lin
 3.02697688e+05 0.118059 Lin-Lin
 3.02699406e+05 0.108820 Lin-Lin
 3.02701094e+05 0.100142 Lin-Lin
 3.02702812e+05 0.092042 Lin-Lin
 3.02704781e+05 0.083419 Lin-Lin
 3.02706094e+05 0.078096 Lin-Lin
 3.02707406e+05 0.073106 Lin-Lin
 3.02708719e+05 0.068439 Lin-Lin
 3.02710031e+05 0.064086 Lin-Lin
 3.02711344e+05 0.060033 Lin-Lin
 3.02712656e+05 0.056266 Lin-Lin
 3.02713969e+05 0.052770 Lin-Lin
 3.02715281e+05 0.049530 Lin-Lin
 3.02716594e+05 0.046531 Lin-Lin
 3.02717906e+05 0.043757 Lin-Lin
 3.02719219e+05 0.041193 Lin-Lin
 3.02720531e+05 0.038824 Lin-Lin
 3.02721844e+05 0.036635 Lin-Lin
 3.02723156e+05 0.034613 Lin-Lin
 3.02724438e+05 0.032745 Lin-Lin
 3.02725750e+05 0.031019 Lin-Lin
 3.02727062e+05 0.029422 Lin-Lin
 3.02729031e+05 0.027247 Lin-Lin
 3.02731000e+05 0.025307 Lin-Lin
 3.02732969e+05 0.023573 Lin-Lin
 3.02734938e+05 0.022018 Lin-Lin
 3.02736906e+05 0.020620 Lin-Lin
 3.02738875e+05 0.019359 Lin-Lin
 3.02740844e+05 0.018219 Lin-Lin
 3.02742812e+05 0.017185 Lin-Lin
 3.02744781e+05 0.016243 Lin-Lin
 3.02747469e+05 0.015090 Lin-Lin
 3.02750156e+05 0.014067 Lin-Lin
 3.02752812e+05 0.013153 Lin-Lin
 3.02755500e+05 0.012334 Lin-Lin
 3.02758188e+05 0.011596 Lin-Lin
 3.02760562e+05 0.011003 Lin-Lin
 3.02763500e+05 0.010332 Lin-Lin
 3.02766469e+05 0.009726 Lin-Lin
 3.02769406e+05 0.009178 Lin-Lin
 3.02772344e+05 0.008679 Lin-Lin
 3.02775312e+05 0.008224 Lin-Lin
 3.02778250e+05 0.007808 Lin-Lin
 3.02781219e+05 0.007426 Lin-Lin
 3.02784312e+05 0.007056 Lin-Lin
 3.02787594e+05 0.006699 Lin-Lin
 3.02790875e+05 0.006372 Lin-Lin
 3.02795812e+05 0.005930 Lin-Lin
 3.02800719e+05 0.005539 Lin-Lin
 3.02805656e+05 0.005191 Lin-Lin
 3.02810781e+05 0.004865 Lin-Lin
 3.02816438e+05 0.004549 Lin-Lin
 3.02822062e+05 0.004268 Lin-Lin
 3.02827688e+05 0.004017 Lin-Lin
 3.02833312e+05 0.003792 Lin-Lin
 3.02838938e+05 0.003590 Lin-Lin
 3.02845656e+05 0.003375 Lin-Lin
 3.02852344e+05 0.003183 Lin-Lin
 3.02859031e+05 0.003012 Lin-Lin
 3.02865750e+05 0.002858 Lin-Lin
 3.02872438e+05 0.002719 Lin-Lin
 3.02880312e+05 0.002574 Lin-Lin
 3.02888781e+05 0.002435 Lin-Lin
 3.02897219e+05 0.002312 Lin-Lin
 3.02905688e+05 0.002202 Lin-Lin
 3.02914156e+05 0.002104 Lin-Lin
 3.02923906e+05 0.002003 Lin-Lin
 3.02936281e+05 0.001891 Lin-Lin
 3.02948625e+05 0.001795 Lin-Lin
 3.02961000e+05 0.001711 Lin-Lin
 3.02973344e+05 0.001639 Lin-Lin
 3.02985719e+05 0.001575 Lin-Lin
 3.03000688e+05 0.001509 Lin-Lin
 3.03015656e+05 0.001452 Lin-Lin
 3.03030625e+05 0.001404 Lin-Lin
 3.03045594e+05 0.001362 Lin-Lin
 3.03060562e+05 0.001327 Lin-Lin
 3.03083000e+05 0.001283 Lin-Lin
 3.03105469e+05 0.001250 Lin-Lin
 3.03130750e+05 0.001222 Lin-Lin
 3.03156031e+05 0.001203 Lin-Lin
 3.03181281e+05 0.001192 Lin-Lin
 3.03206562e+05 0.001188 Lin-Lin
 3.03230250e+05 0.001191 Lin-Lin
 3.03253938e+05 0.001200 Lin-Lin
 3.03277594e+05 0.001215 Lin-Lin
 3.03301281e+05 0.001236 Lin-Lin
 3.03324938e+05 0.001263 Lin-Lin
 3.03349000e+05 0.001299 Lin-Lin
 3.03373250e+05 0.001344 Lin-Lin
 3.03397469e+05 0.001399 Lin-Lin
 3.03413625e+05 0.001443 Lin-Lin
 3.03429781e+05 0.001492 Lin-Lin
 3.03445938e+05 0.001550 Lin-Lin
 3.03462125e+05 0.001615 Lin-Lin
 3.03479469e+05 0.001696 Lin-Lin
 3.03496812e+05 0.001791 Lin-Lin
 3.03508375e+05 0.001863 Lin-Lin
 3.03519938e+05 0.001944 Lin-Lin
 3.03531500e+05 0.002034 Lin-Lin
 3.03543062e+05 0.002135 Lin-Lin
 3.03554625e+05 0.002249 Lin-Lin
 3.03564125e+05 0.002353 Lin-Lin
 3.03573594e+05 0.002470 Lin-Lin
 3.03583062e+05 0.002599 Lin-Lin
 3.03592531e+05 0.002744 Lin-Lin
 3.03602031e+05 0.002908 Lin-Lin
 3.03609594e+05 0.003053 Lin-Lin
 3.03618406e+05 0.003242 Lin-Lin
 3.03627219e+05 0.003455 Lin-Lin
 3.03633844e+05 0.003634 Lin-Lin
 3.03640469e+05 0.003831 Lin-Lin
 3.03647906e+05 0.004079 Lin-Lin
 3.03653500e+05 0.004285 Lin-Lin
 3.03659094e+05 0.004512 Lin-Lin
 3.03664719e+05 0.004761 Lin-Lin
 3.03670312e+05 0.005035 Lin-Lin
 3.03676438e+05 0.005371 Lin-Lin
 3.03681031e+05 0.005649 Lin-Lin
 3.03685625e+05 0.005954 Lin-Lin
 3.03690219e+05 0.006288 Lin-Lin
 3.03694844e+05 0.006656 Lin-Lin
 3.03699531e+05 0.007071 Lin-Lin
 3.03704219e+05 0.007532 Lin-Lin
 3.03708906e+05 0.008046 Lin-Lin
 3.03713594e+05 0.008622 Lin-Lin
 3.03718281e+05 0.009270 Lin-Lin
 3.03721406e+05 0.009749 Lin-Lin
 3.03724531e+05 0.010270 Lin-Lin
 3.03727656e+05 0.010839 Lin-Lin
 3.03730781e+05 0.011463 Lin-Lin
 3.03733906e+05 0.012147 Lin-Lin
 3.03737031e+05 0.012902 Lin-Lin
 3.03740156e+05 0.013737 Lin-Lin
 3.03743281e+05 0.014665 Lin-Lin
 3.03745781e+05 0.015484 Lin-Lin
 3.03748594e+05 0.016500 Lin-Lin
 3.03751406e+05 0.017629 Lin-Lin
 3.03754219e+05 0.018892 Lin-Lin
 3.03757031e+05 0.020310 Lin-Lin
 3.03758906e+05 0.021356 Lin-Lin
 3.03761312e+05 0.022833 Lin-Lin
 3.03763500e+05 0.024340 Lin-Lin
 3.03765719e+05 0.026016 Lin-Lin
 3.03767906e+05 0.027888 Lin-Lin
 3.03770125e+05 0.029988 Lin-Lin
 3.03772219e+05 0.032230 Lin-Lin
 3.03774094e+05 0.034471 Lin-Lin
 3.03775969e+05 0.036967 Lin-Lin
 3.03777844e+05 0.039751 Lin-Lin
 3.03779719e+05 0.042866 Lin-Lin
 3.03780969e+05 0.045147 Lin-Lin
 3.03782219e+05 0.047610 Lin-Lin
 3.03783469e+05 0.050270 Lin-Lin
 3.03784719e+05 0.053143 Lin-Lin
 3.03785969e+05 0.056249 Lin-Lin
 3.03787219e+05 0.059604 Lin-Lin
 3.03788469e+05 0.063230 Lin-Lin
 3.03789719e+05 0.067145 Lin-Lin
 3.03790969e+05 0.071371 Lin-Lin
 3.03792219e+05 0.075930 Lin-Lin
 3.03793469e+05 0.080842 Lin-Lin
 3.03794719e+05 0.086128 Lin-Lin
 3.03795969e+05 0.091810 Lin-Lin
 3.03797219e+05 0.097906 Lin-Lin
 3.03798469e+05 0.104437 Lin-Lin
 3.03799719e+05 0.111418 Lin-Lin
 3.03800969e+05 0.118863 Lin-Lin
 3.03802656e+05 0.129673 Lin-Lin
 3.03804250e+05 0.140696 Lin-Lin
 3.03805844e+05 0.152515 Lin-Lin
 3.03807438e+05 0.165122 Lin-Lin
 3.03809562e+05 0.183114 Lin-Lin
 3.03811969e+05 0.204996 Lin-Lin
 3.03814469e+05 0.229178 Lin-Lin
 3.03817594e+05 0.260891 Lin-Lin
 3.03822594e+05 0.312574 Lin-Lin
 3.03825094e+05 0.337422 Lin-Lin
 3.03827594e+05 0.360600 Lin-Lin
 3.03830094e+05 0.381324 Lin-Lin
 3.03832344e+05 0.397258 Lin-Lin
 3.03834594e+05 0.410108 Lin-Lin
 3.03836625e+05 0.418740 Lin-Lin
 3.03838250e+05 0.423386 Lin-Lin
 3.03839875e+05 0.426006 Lin-Lin
 3.03841094e+05 0.426613 Lin-Lin
 3.03843156e+05 0.424912 Lin-Lin
 3.03845281e+05 0.419634 Lin-Lin
 3.03847438e+05 0.410937 Lin-Lin
 3.03849531e+05 0.399222 Lin-Lin
 3.03851594e+05 0.385090 Lin-Lin
 3.03853656e+05 0.368681 Lin-Lin
 3.03855594e+05 0.351560 Lin-Lin
 3.03858094e+05 0.327621 Lin-Lin
 3.03863094e+05 0.276421 Lin-Lin
 3.03867469e+05 0.231655 Lin-Lin
 3.03870031e+05 0.206759 Lin-Lin
 3.03872094e+05 0.187815 Lin-Lin
 3.03874156e+05 0.170020 Lin-Lin
 3.03875969e+05 0.155419 Lin-Lin
 3.03877656e+05 0.142734 Lin-Lin
 3.03879344e+05 0.130942 Lin-Lin
 3.03881031e+05 0.120037 Lin-Lin
 3.03882719e+05 0.110003 Lin-Lin
 3.03884469e+05 0.100486 Lin-Lin
 3.03885719e+05 0.094219 Lin-Lin
 3.03886969e+05 0.088375 Lin-Lin
 3.03888219e+05 0.082934 Lin-Lin
 3.03889469e+05 0.077876 Lin-Lin
 3.03890719e+05 0.073180 Lin-Lin
 3.03891969e+05 0.068824 Lin-Lin
 3.03893219e+05 0.064787 Lin-Lin
 3.03894469e+05 0.061049 Lin-Lin
 3.03895719e+05 0.057588 Lin-Lin
 3.03896969e+05 0.054386 Lin-Lin
 3.03898219e+05 0.051422 Lin-Lin
 3.03899469e+05 0.048679 Lin-Lin
 3.03900719e+05 0.046140 Lin-Lin
 3.03902594e+05 0.042677 Lin-Lin
 3.03904469e+05 0.039587 Lin-Lin
 3.03906344e+05 0.036823 Lin-Lin
 3.03908219e+05 0.034346 Lin-Lin
 3.03910094e+05 0.032120 Lin-Lin
 3.03911969e+05 0.030115 Lin-Lin
 3.03913844e+05 0.028304 Lin-Lin
 3.03916031e+05 0.026410 Lin-Lin
 3.03918219e+05 0.024714 Lin-Lin
 3.03920406e+05 0.023190 Lin-Lin
 3.03922562e+05 0.021814 Lin-Lin
 3.03924750e+05 0.020567 Lin-Lin
 3.03926562e+05 0.019614 Lin-Lin
 3.03928750e+05 0.018561 Lin-Lin
 3.03930938e+05 0.017598 Lin-Lin
 3.03933156e+05 0.016714 Lin-Lin
 3.03935344e+05 0.015902 Lin-Lin
 3.03938625e+05 0.014800 Lin-Lin
 3.03941906e+05 0.013818 Lin-Lin
 3.03944562e+05 0.013099 Lin-Lin
 3.03947688e+05 0.012330 Lin-Lin
 3.03950812e+05 0.011632 Lin-Lin
 3.03953938e+05 0.010998 Lin-Lin
 3.03957062e+05 0.010419 Lin-Lin
 3.03960188e+05 0.009889 Lin-Lin
 3.03963312e+05 0.009402 Lin-Lin
 3.03968000e+05 0.008744 Lin-Lin
 3.03972688e+05 0.008160 Lin-Lin
 3.03977375e+05 0.007640 Lin-Lin
 3.03982062e+05 0.007173 Lin-Lin
 3.03986750e+05 0.006754 Lin-Lin
 3.03991438e+05 0.006375 Lin-Lin
 3.03996938e+05 0.005974 Lin-Lin
 3.04002875e+05 0.005590 Lin-Lin
 3.04008844e+05 0.005248 Lin-Lin
 3.04014781e+05 0.004941 Lin-Lin
 3.04020719e+05 0.004666 Lin-Lin
 3.04026938e+05 0.004407 Lin-Lin
 3.04033750e+05 0.004152 Lin-Lin
 3.04040531e+05 0.003924 Lin-Lin
 3.04047344e+05 0.003719 Lin-Lin
 3.04054156e+05 0.003535 Lin-Lin
 3.04060938e+05 0.003367 Lin-Lin
 3.04067656e+05 0.003217 Lin-Lin
 3.04077719e+05 0.003016 Lin-Lin
 3.04087781e+05 0.002840 Lin-Lin
 3.04097844e+05 0.002684 Lin-Lin
 3.04107906e+05 0.002547 Lin-Lin
 3.04118656e+05 0.002417 Lin-Lin
 3.04130750e+05 0.002289 Lin-Lin
 3.04142844e+05 0.002176 Lin-Lin
 3.04154938e+05 0.002076 Lin-Lin
 3.04167031e+05 0.001988 Lin-Lin
 3.04179125e+05 0.001910 Lin-Lin
 3.04195594e+05 0.001816 Lin-Lin
 3.04212062e+05 0.001736 Lin-Lin
 3.04228531e+05 0.001667 Lin-Lin
 3.04245000e+05 0.001606 Lin-Lin
 3.04266969e+05 0.001538 Lin-Lin
 3.04291531e+05 0.001474 Lin-Lin
 3.04316094e+05 0.001421 Lin-Lin
 3.04340656e+05 0.001378 Lin-Lin
 3.04365219e+05 0.001342 Lin-Lin
 3.04397969e+05 0.001304 Lin-Lin
 3.04427625e+05 0.001276 Lin-Lin
 3.04457281e+05 0.001255 Lin-Lin
 3.04496812e+05 0.001235 Lin-Lin
 3.04536344e+05 0.001221 Lin-Lin
 3.04585750e+05 0.001212 Lin-Lin
 3.04615344e+05 0.001211 Lin-Lin
 3.04665438e+05 0.001214 Lin-Lin
 3.04715500e+05 0.001222 Lin-Lin
 3.04783938e+05 0.001242 Lin-Lin
 3.04854031e+05 0.001270 Lin-Lin
 3.04924125e+05 0.001306 Lin-Lin
 3.04994250e+05 0.001350 Lin-Lin
 3.05057750e+05 0.001396 Lin-Lin
 3.05143188e+05 0.001468 Lin-Lin
 3.05222062e+05 0.001545 Lin-Lin
 3.05287781e+05 0.001616 Lin-Lin
 3.05353500e+05 0.001696 Lin-Lin
 3.05432344e+05 0.001804 Lin-Lin
 3.05502438e+05 0.001910 Lin-Lin
 3.05572531e+05 0.002029 Lin-Lin
 3.05642625e+05 0.002160 Lin-Lin
 3.05712750e+05 0.002306 Lin-Lin
 3.05782844e+05 0.002467 Lin-Lin
 3.05852938e+05 0.002645 Lin-Lin
 3.05923031e+05 0.002840 Lin-Lin
 3.05993125e+05 0.003054 Lin-Lin
 3.06063219e+05 0.003288 Lin-Lin
 3.06133312e+05 0.003540 Lin-Lin
 3.06203406e+05 0.003811 Lin-Lin
 3.06308562e+05 0.004246 Lin-Lin
 3.06506625e+05 0.005095 Lin-Lin
 3.06575969e+05 0.005370 Lin-Lin
 3.06645344e+05 0.005615 Lin-Lin
 3.06698125e+05 0.005771 Lin-Lin
 3.06746094e+05 0.005885 Lin-Lin
 3.06798875e+05 0.005975 Lin-Lin
 3.06851656e+05 0.006025 Lin-Lin
 3.06886875e+05 0.006034 Lin-Lin
 3.06939438e+05 0.006012 Lin-Lin
 3.06992000e+05 0.005950 Lin-Lin
 3.07044594e+05 0.005848 Lin-Lin
 3.07097156e+05 0.005711 Lin-Lin
 3.07149719e+05 0.005545 Lin-Lin
 3.07202312e+05 0.005356 Lin-Lin
 3.07272406e+05 0.005077 Lin-Lin
 3.07517750e+05 0.004034 Lin-Lin
 3.07587844e+05 0.003753 Lin-Lin
 3.07657938e+05 0.003488 Lin-Lin
 3.07728031e+05 0.003242 Lin-Lin
 3.07798125e+05 0.003015 Lin-Lin
 3.07868219e+05 0.002808 Lin-Lin
 3.07938344e+05 0.002619 Lin-Lin
 3.08008438e+05 0.002448 Lin-Lin
 3.08078531e+05 0.002295 Lin-Lin
 3.08148625e+05 0.002157 Lin-Lin
 3.08218719e+05 0.002033 Lin-Lin
 3.08288812e+05 0.001924 Lin-Lin
 3.08358906e+05 0.001828 Lin-Lin
 3.08429000e+05 0.001744 Lin-Lin
 3.08499125e+05 0.001673 Lin-Lin
 3.08551688e+05 0.001629 Lin-Lin
 3.08601781e+05 0.001594 Lin-Lin
 3.08650625e+05 0.001567 Lin-Lin
 3.08699469e+05 0.001549 Lin-Lin
 3.08743688e+05 0.001542 Lin-Lin
 3.08758438e+05 0.001542 Lin-Lin
 3.08792625e+05 0.001546 Lin-Lin
 3.08826812e+05 0.001558 Lin-Lin
 3.08861781e+05 0.001580 Lin-Lin
 3.08886156e+05 0.001603 Lin-Lin
 3.08910500e+05 0.001633 Lin-Lin
 3.08934875e+05 0.001672 Lin-Lin
 3.08956344e+05 0.001716 Lin-Lin
 3.08974906e+05 0.001762 Lin-Lin
 3.08993469e+05 0.001817 Lin-Lin
 3.09012062e+05 0.001883 Lin-Lin
 3.09026656e+05 0.001945 Lin-Lin
 3.09042562e+05 0.002023 Lin-Lin
 3.09058469e+05 0.002116 Lin-Lin
 3.09069688e+05 0.002192 Lin-Lin
 3.09081469e+05 0.002283 Lin-Lin
 3.09093250e+05 0.002386 Lin-Lin
 3.09105031e+05 0.002504 Lin-Lin
 3.09116250e+05 0.002634 Lin-Lin
 3.09126844e+05 0.002774 Lin-Lin
 3.09137469e+05 0.002935 Lin-Lin
 3.09145406e+05 0.003071 Lin-Lin
 3.09153375e+05 0.003223 Lin-Lin
 3.09162125e+05 0.003411 Lin-Lin
 3.09170906e+05 0.003625 Lin-Lin
 3.09179656e+05 0.003869 Lin-Lin
 3.09185500e+05 0.004050 Lin-Lin
 3.09191344e+05 0.004249 Lin-Lin
 3.09197156e+05 0.004468 Lin-Lin
 3.09203969e+05 0.004752 Lin-Lin
 3.09209812e+05 0.005022 Lin-Lin
 3.09215625e+05 0.005321 Lin-Lin
 3.09221469e+05 0.005653 Lin-Lin
 3.09227312e+05 0.006022 Lin-Lin
 3.09231188e+05 0.006291 Lin-Lin
 3.09237094e+05 0.006738 Lin-Lin
 3.09241500e+05 0.007108 Lin-Lin
 3.09245938e+05 0.007510 Lin-Lin
 3.09250344e+05 0.007948 Lin-Lin
 3.09254781e+05 0.008426 Lin-Lin
 3.09259188e+05 0.008946 Lin-Lin
 3.09263625e+05 0.009512 Lin-Lin
 3.09268031e+05 0.010129 Lin-Lin
 3.09272438e+05 0.010798 Lin-Lin
 3.09276875e+05 0.011524 Lin-Lin
 3.09281281e+05 0.012309 Lin-Lin
 3.09284250e+05 0.012865 Lin-Lin
 3.09290125e+05 0.014058 Lin-Lin
 3.09296031e+05 0.015352 Lin-Lin
 3.09303688e+05 0.017167 Lin-Lin
 3.09319625e+05 0.021151 Lin-Lin
